id,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
9999,9 久保竜彦 FW,11 三浦知良 MF,14 奥大介 MF,13 鄭容臺 MF,6 山口素弘 MF,10 内田智也 MF,27 中島崇典 DF,30 小村徳男 DF,2 早川知伸 DF,4 和田拓三 DF,21 菅野孝憲 GK,1,0,1 榎本哲也 GK,7 田中隼磨 DF,22 中澤佑二 DF,4 那須大亮 DF,26 田中裕介 DF,35 河合竜二 MF,29 長谷川アーリアジャスール MF,10 山瀬功治 MF,33 マルクス FW,15 大島秀夫 FW,8 マルケス FW
10000,18 マルキーニョス FW,11 ダニーロ FW,10 本山雅志 MF,14 増田誓志 MF,32 吉澤佑哉 MF,16 中後雅喜 MF,7 新井場徹 DF,15 青木剛 DF,5 ファボン DF,2 内田篤人 DF,21 曽ヶ端準 GK,0,1,1 松代直樹 GK,21 加地亮 DF,5 シジクレイ DF,6 山口智 DF,13 安田理大 DF,17 明神智和 MF,27 橋本英郎 MF,7 遠藤保仁 MF,10 二川孝広 MF,11 播戸竜二 FW,9 マグノアウベス FW
10001,9 深井正樹 FW,11 矢野貴章 FW,18 鈴木慎吾 MF,7 松下年宏 MF,8 シルビーニョ MF,16 寺川能人 MF,14 坂本將貴 DF,6 永田充 DF,5 千代反田充 DF,17 内田潤 DF,1 北野貴之 GK,2,2,23 都築龍太 GK,6 山田暢久 DF,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,5 ネネ DF,13 鈴木啓太 MF,22 阿部勇樹 MF,10 ポンテ MF,8 小野伸二 MF,9 永井雄一郎 FW,21 ワシントン FW
10002,19 近藤祐介 FW,13 大久保嘉人 FW,17 三浦淳宏 MF,10 ボッティ MF,18 田中英雄 MF,7 朴康造 MF,3 坪内秀介 DF,5 河本裕之 DF,4 北本久仁衛 DF,11 茂木弘人 DF,1 榎本達也 GK,1,1,1 川島永嗣 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,19 森勇介 MF,14 中村憲剛 MF,29 谷口博之 MF,26 村上和弘 MF,11 マギヌン MF,7 黒津勝 FW,10 ジュニーニョ FW
10003,13 高松大樹 FW,8 松橋章太 FW,33 藤田義明 MF,20 高橋大輔 MF,17 根本裕一 MF,15 森重真人 MF,10 アウグスト MF,22 上本大海 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,3,1,1 荒谷弘樹 GK,18 西村卓朗 DF,6 片岡洋介 DF,3 レアンドロ DF,4 波戸康広 DF,7 佐伯直哉 MF,32 小林慶行 MF,11 藤本主税 MF,17 橋本早十 MF,8 小林大悟 FW,10 エニウトン FW
10004,21 ワシントン FW,9 永井雄一郎 FW,8 小野伸二 MF,10 ポンテ MF,22 阿部勇樹 MF,13 鈴木啓太 MF,5 ネネ DF,4 田中マルクス闘莉王 DF,2 坪井慶介 DF,6 山田暢久 DF,23 都築龍太 GK,2,0,1 阿部謙作 GK,32 杉山新 DF,2 秋本倫孝 DF,15 増嶋竜也 DF,13 田森大己 DF,31 林健太郎 MF,10 藤田健 MF,7 石原克哉 MF,25 鈴木健太 FW,16 アルベルト FW,8 茂原岳人 FW
10005,18 チョジェジン FW,9 矢島卓郎 FW,17 フェルナンジーニョ MF,13 兵働昭弘 MF,7 伊東輝悦 MF,10 藤本淳吾 MF,2 児玉新 DF,4 高木和道 DF,26 青山直晃 DF,25 市川大祐 DF,21 西部洋平 GK,0,1,21 南雄太 GK,23 蔵川洋平 DF,5 古賀正紘 DF,3 近藤直也 DF,7 大谷秀和 DF,8 マルシオアラウージョ MF,18 山根巌 MF,4 アルセウ MF,15 菅沼実 MF,22 鈴木達也 FW,10 フランサ FW
10006,11 新居辰基 FW,18 巻誠一郎 FW,22 羽生直剛 MF,16 山岸智 MF,7 佐藤勇人 MF,6 下村東美 MF,8 水野晃樹 MF,40 ジョルジェビッチ DF,5 ストヤノフ DF,4 水本裕貴 DF,30 岡本昌弘 GK,3,3,21 曽ヶ端準 GK,2 内田篤人 DF,3 岩政大樹 DF,15 青木剛 DF,7 新井場徹 DF,16 中後雅喜 MF,14 増田誓志 MF,10 本山雅志 MF,11 ダニーロ MF,18 マルキーニョス FW,13 柳沢敦 FW
10007,11 坂田大輔 FW,9 鈴木隆行 FW,27 斎藤陽介 FW,10 山瀬功治 MF,6 上野良治 MF,35 河合竜二 MF,4 那須大亮 DF,22 中澤佑二 DF,30 栗原勇蔵 DF,7 田中隼磨 DF,1 榎本哲也 GK,1,4,1 榎本達也 GK,11 茂木弘人 DF,4 北本久仁衛 DF,5 河本裕之 DF,3 坪内秀介 DF,7 朴康造 MF,18 田中英雄 MF,10 ボッティ MF,13 大久保嘉人 MF,19 近藤祐介 FW,9 レアンドロ FW
10008,10 ジュニーニョ FW,7 黒津勝 FW,11 マギヌン MF,26 村上和弘 MF,6 河村崇大 MF,14 中村憲剛 MF,19 森勇介 MF,2 伊藤宏樹 DF,13 寺田周平 DF,5 箕輪義信 DF,1 川島永嗣 GK,6,0,21 菅野孝憲 GK,4 和田拓三 DF,2 早川知伸 DF,30 小村徳男 DF,27 中島崇典 DF,10 内田智也 MF,6 山口素弘 MF,13 鄭容臺 MF,14 奥大介 MF,11 三浦知良 MF,9 久保竜彦 FW
10009,18 バレー FW,9 マグノアウベス FW,10 二川孝広 MF,8 家長昭博 MF,7 遠藤保仁 MF,17 明神智和 MF,27 橋本英郎 DF,6 山口智 DF,5 シジクレイ DF,21 加地亮 DF,1 松代直樹 GK,3,0,1 下田崇 GK,8 森﨑和幸 DF,14 戸田和幸 DF,19 盛田剛平 DF,5 駒野友一 MF,6 青山敏弘 MF,17 服部公太 MF,7 森﨑浩司 MF,27 柏木陽介 MF,10 ウェズレイ FW,11 佐藤寿人 FW
10010,19 杉本恵太 FW,9 ヨンセン FW,7 中村直志 FW,8 金正友 MF,10 藤田俊哉 MF,13 山口慶 MF,24 本田圭佑 DF,16 増川隆洋 DF,30 竹内彬 DF,4 大森征之 DF,1 楢﨑正剛 GK,2,0,1 北野貴之 GK,17 内田潤 DF,5 千代反田充 DF,6 永田充 DF,14 坂本將貴 DF,16 寺川能人 MF,8 シルビーニョ MF,23 田中亜土夢 MF,9 深井正樹 MF,27 マルシオリシャルデス FW,11 矢野貴章 FW
10011,9 ルーカス FW,15 鈴木規郎 FW,18 石川直宏 FW,27 栗澤僚一 MF,37 福西崇史 MF,6 今野泰幸 MF,17 金沢浄 DF,8 藤山竜仁 DF,25 徳永悠平 DF,19 伊野波雅彦 DF,1 土肥洋一 GK,0,1,1 川口能活 GK,17 犬塚友輔 DF,2 鈴木秀人 DF,5 田中誠 DF,27 上田康太 DF,6 マルキーニョスパラナ MF,25 ファブリシオ MF,28 船谷圭祐 MF,7 太田吉彰 FW,22 カレンロバート FW,11 西紀寛 FW
10012,8 茂原岳人 FW,16 アルベルト FW,25 鈴木健太 FW,7 石原克哉 MF,10 藤田健 MF,31 林健太郎 MF,5 井上雄幾 DF,15 増嶋竜也 DF,2 秋本倫孝 DF,4 山本英臣 DF,1 阿部謙作 GK,1,2,1 松代直樹 GK,21 加地亮 DF,5 シジクレイ DF,6 山口智 DF,13 安田理大 DF,7 遠藤保仁 MF,27 橋本英郎 MF,8 家長昭博 MF,10 二川孝広 MF,9 マグノアウベス FW,18 バレー FW
10013,11 矢野貴章 FW,10 エジミウソン FW,18 鈴木慎吾 MF,27 マルシオリシャルデス MF,8 シルビーニョ MF,15 本間勲 MF,14 坂本將貴 DF,3 千葉和彦 DF,5 千代反田充 DF,17 内田潤 DF,1 北野貴之 GK,2,0,1 川島永嗣 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,18 飛弾暁 MF,14 中村憲剛 MF,6 河村崇大 MF,26 村上和弘 MF,11 マギヌン MF,7 黒津勝 FW,10 ジュニーニョ FW
10014,22 カレンロバート FW,7 太田吉彰 FW,27 上田康太 MF,10 成岡翔 MF,25 ファブリシオ MF,6 マルキーニョスパラナ MF,14 村井慎二 DF,4 大井健太郎 DF,5 田中誠 DF,17 犬塚友輔 DF,1 川口能活 GK,1,0,30 岡本昌弘 GK,3 斎藤大輔 DF,5 ストヤノフ DF,4 水本裕貴 DF,8 水野晃樹 MF,7 佐藤勇人 MF,37 朴宗真 MF,16 山岸智 MF,20 工藤浩平 MF,22 羽生直剛 MF,18 巻誠一郎 FW
10015,9 吉原宏太 FW,13 若林学 FW,17 橋本早十 MF,11 藤本主税 MF,32 小林慶行 MF,7 佐伯直哉 MF,4 波戸康広 DF,5 冨田大介 DF,6 片岡洋介 DF,18 西村卓朗 DF,1 荒谷弘樹 GK,1,2,21 西部洋平 GK,25 市川大祐 DF,26 青山直晃 DF,4 高木和道 DF,2 児玉新 DF,13 兵働昭弘 MF,7 伊東輝悦 MF,16 枝村匠馬 MF,10 藤本淳吾 MF,17 フェルナンジーニョ FW,20 西澤明訓 FW
10016,11 佐藤寿人 FW,10 ウェズレイ FW,27 柏木陽介 MF,7 森﨑浩司 MF,17 服部公太 MF,6 青山敏弘 MF,5 駒野友一 MF,19 盛田剛平 DF,14 戸田和幸 DF,8 森﨑和幸 DF,1 下田崇 GK,1,3,1 榎本哲也 GK,7 田中隼磨 DF,30 栗原勇蔵 DF,22 中澤佑二 DF,26 田中裕介 DF,17 吉田孝行 MF,10 山瀬功治 MF,35 河合竜二 MF,32 山瀬幸宏 MF,15 大島秀夫 FW,11 坂田大輔 FW
10017,20 李忠成 FW,10 フランサ FW,22 鈴木達也 MF,4 アルセウ MF,18 山根巌 MF,15 菅沼実 MF,7 大谷秀和 DF,3 近藤直也 DF,5 古賀正紘 DF,23 蔵川洋平 DF,21 南雄太 GK,2,0,1 土肥洋一 GK,19 伊野波雅彦 DF,25 徳永悠平 DF,8 藤山竜仁 DF,15 鈴木規郎 DF,37 福西崇史 MF,6 今野泰幸 MF,27 栗澤僚一 MF,18 石川直宏 FW,9 ルーカス FW,13 平山相太 FW
10018,19 近藤祐介 FW,9 レアンドロ FW,13 大久保嘉人 MF,10 ボッティ MF,18 田中英雄 MF,7 朴康造 MF,15 内山俊彦 DF,6 エメルソントーメ DF,4 北本久仁衛 DF,11 茂木弘人 DF,1 榎本達也 GK,1,1,21 曽ヶ端準 GK,2 内田篤人 DF,3 岩政大樹 DF,5 ファボン DF,7 新井場徹 DF,16 中後雅喜 MF,15 青木剛 MF,10 本山雅志 MF,11 ダニーロ MF,13 柳沢敦 FW,18 マルキーニョス FW
10019,19 難波宏明 FW,17 ジウマールシウバ FW,12 滝澤邦彦 MF,24 根占真伍 MF,6 山口素弘 MF,14 奥大介 MF,18 小野智吉 DF,30 小村徳男 DF,2 早川知伸 DF,4 和田拓三 DF,21 菅野孝憲 GK,1,2,1 楢﨑正剛 GK,4 大森征之 DF,30 竹内彬 DF,16 増川隆洋 DF,24 本田圭佑 DF,13 山口慶 MF,10 藤田俊哉 MF,8 金正友 MF,7 中村直志 FW,9 ヨンセン FW,19 杉本恵太 FW
10020,13 高松大樹 FW,8 松橋章太 FW,33 藤田義明 MF,25 金崎夢生 MF,20 高橋大輔 MF,17 根本裕一 MF,5 ジュニオールマラニョン MF,22 上本大海 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,2,2,23 都築龍太 GK,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,22 阿部勇樹 DF,13 鈴木啓太 MF,17 長谷部誠 MF,8 小野伸二 MF,6 山田暢久 MF,10 ポンテ MF,9 永井雄一郎 FW,21 ワシントン FW
10021,8 茂原岳人 FW,16 アルベルト FW,25 鈴木健太 FW,7 石原克哉 MF,10 藤田健 MF,31 林健太郎 MF,5 井上雄幾 DF,15 増嶋竜也 DF,2 秋本倫孝 DF,4 山本英臣 DF,1 阿部謙作 GK,4,3,1 榎本達也 GK,11 茂木弘人 DF,4 北本久仁衛 DF,6 エメルソントーメ DF,15 内山俊彦 DF,7 朴康造 MF,18 田中英雄 MF,10 ボッティ MF,13 大久保嘉人 MF,8 栗原圭介 FW,19 近藤祐介 FW
10022,9 ルーカス FW,20 川口信男 FW,15 鈴木規郎 FW,37 福西崇史 MF,6 今野泰幸 MF,23 梶山陽平 MF,17 金沢浄 DF,8 藤山竜仁 DF,25 徳永悠平 DF,19 伊野波雅彦 DF,22 塩田仁史 GK,1,3,1 北野貴之 GK,17 内田潤 DF,5 千代反田充 DF,6 永田充 DF,14 坂本將貴 DF,15 本間勲 MF,8 シルビーニョ MF,27 マルシオリシャルデス MF,18 鈴木慎吾 MF,10 エジミウソン FW,11 矢野貴章 FW
10023,19 杉本恵太 FW,9 ヨンセン FW,7 中村直志 FW,8 金正友 MF,10 藤田俊哉 MF,13 山口慶 MF,24 本田圭佑 DF,16 増川隆洋 DF,30 竹内彬 DF,4 大森征之 DF,21 櫛野亮 GK,2,3,1 下田崇 GK,8 森﨑和幸 DF,14 戸田和幸 DF,4 ダバツ DF,5 駒野友一 MF,6 青山敏弘 MF,17 服部公太 MF,7 森﨑浩司 MF,27 柏木陽介 MF,11 佐藤寿人 FW,10 ウェズレイ FW
10024,9 マグノアウベス FW,11 播戸竜二 FW,10 二川孝広 MF,7 遠藤保仁 MF,27 橋本英郎 MF,17 明神智和 MF,13 安田理大 DF,6 山口智 DF,5 シジクレイ DF,21 加地亮 DF,1 松代直樹 GK,2,2,1 川島永嗣 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,19 森勇介 MF,14 中村憲剛 MF,29 谷口博之 MF,26 村上和弘 MF,11 マギヌン MF,9 我那覇和樹 FW,10 ジュニーニョ FW
10025,13 柳沢敦 FW,18 マルキーニョス FW,11 ダニーロ MF,10 本山雅志 MF,14 増田誓志 MF,16 中後雅喜 MF,7 新井場徹 DF,5 ファボン DF,3 岩政大樹 DF,2 内田篤人 DF,21 曽ヶ端準 GK,0,0,1 荒谷弘樹 GK,18 西村卓朗 DF,6 片岡洋介 DF,5 冨田大介 DF,4 波戸康広 DF,7 佐伯直哉 MF,32 小林慶行 MF,11 藤本主税 MF,17 橋本早十 MF,9 吉原宏太 FW,27 サーレス FW
10026,11 坂田大輔 FW,15 大島秀夫 FW,32 山瀬幸宏 MF,35 河合竜二 MF,10 山瀬功治 MF,17 吉田孝行 MF,26 田中裕介 DF,22 中澤佑二 DF,30 栗原勇蔵 DF,7 田中隼磨 DF,1 榎本哲也 GK,0,2,21 南雄太 GK,23 蔵川洋平 DF,5 古賀正紘 DF,3 近藤直也 DF,7 大谷秀和 DF,22 鈴木達也 MF,18 山根巌 MF,4 アルセウ MF,15 菅沼実 MF,10 フランサ FW,20 李忠成 FW
10027,21 ワシントン FW,9 永井雄一郎 FW,10 ポンテ MF,6 山田暢久 MF,8 小野伸二 MF,17 長谷部誠 MF,13 鈴木啓太 MF,22 阿部勇樹 DF,4 田中マルクス闘莉王 DF,2 坪井慶介 DF,23 都築龍太 GK,2,1,1 川口能活 GK,17 犬塚友輔 DF,2 鈴木秀人 DF,4 大井健太郎 DF,27 上田康太 DF,8 菊地直哉 MF,6 マルキーニョスパラナ MF,25 ファブリシオ MF,10 成岡翔 MF,7 太田吉彰 FW,22 カレンロバート FW
10028,18 巻誠一郎 FW,22 羽生直剛 MF,20 工藤浩平 MF,16 山岸智 MF,7 佐藤勇人 MF,6 下村東美 MF,8 水野晃樹 MF,4 水本裕貴 DF,5 ストヤノフ DF,40 ジョルジェビッチ DF,30 岡本昌弘 GK,4,0,21 菅野孝憲 GK,4 和田拓三 DF,26 太田宏介 DF,30 小村徳男 DF,27 中島崇典 DF,14 奥大介 MF,6 山口素弘 MF,24 根占真伍 MF,12 滝澤邦彦 MF,17 ジウマールシウバ FW,19 難波宏明 FW
10029,18 チョジェジン FW,17 フェルナンジーニョ FW,16 枝村匠馬 MF,10 藤本淳吾 MF,7 伊東輝悦 MF,13 兵働昭弘 MF,2 児玉新 DF,4 高木和道 DF,26 青山直晃 DF,25 市川大祐 DF,21 西部洋平 GK,2,0,1 西川周作 GK,2 三木隆司 DF,4 深谷友基 DF,22 上本大海 DF,7 西山哲平 MF,14 宮沢正史 MF,17 根本裕一 MF,20 高橋大輔 MF,33 藤田義明 MF,8 松橋章太 FW,13 高松大樹 FW
10030,27 サーレス FW,17 橋本早十 FW,11 藤本主税 FW,6 片岡洋介 MF,32 小林慶行 MF,15 斉藤雅人 MF,4 波戸康広 DF,5 冨田大介 DF,3 レアンドロ DF,18 西村卓朗 DF,1 荒谷弘樹 GK,1,0,21 櫛野亮 GK,4 大森征之 DF,30 竹内彬 DF,16 増川隆洋 DF,31 阿部翔平 DF,13 山口慶 MF,10 藤田俊哉 MF,8 金正友 MF,7 中村直志 FW,9 ヨンセン FW,19 杉本恵太 FW
10031,17 ジウマールシウバ FW,9 久保竜彦 FW,11 三浦知良 MF,24 根占真伍 MF,6 山口素弘 MF,14 奥大介 MF,18 小野智吉 DF,26 太田宏介 DF,30 小村徳男 DF,4 和田拓三 DF,21 菅野孝憲 GK,0,1,21 曽ヶ端準 GK,2 内田篤人 DF,3 岩政大樹 DF,5 ファボン DF,7 新井場徹 DF,15 青木剛 MF,16 中後雅喜 MF,10 本山雅志 MF,11 ダニーロ MF,18 マルキーニョス FW,13 柳沢敦 FW
10032,11 佐藤寿人 FW,10 ウェズレイ FW,7 森﨑浩司 MF,27 柏木陽介 MF,17 服部公太 MF,25 髙柳一誠 MF,5 駒野友一 MF,4 ダバツ DF,14 戸田和幸 DF,8 森﨑和幸 DF,1 下田崇 GK,2,2,1 阿部謙作 GK,13 田森大己 DF,2 秋本倫孝 DF,15 増嶋竜也 DF,5 井上雄幾 DF,31 林健太郎 MF,10 藤田健 MF,7 石原克哉 MF,25 鈴木健太 FW,16 アルベルト FW,8 茂原岳人 FW
10033,11 矢野貴章 FW,10 エジミウソン FW,23 田中亜土夢 MF,27 マルシオリシャルデス MF,8 シルビーニョ MF,15 本間勲 MF,14 坂本將貴 DF,6 永田充 DF,5 千代反田充 DF,17 内田潤 DF,1 北野貴之 GK,2,1,1 松代直樹 GK,21 加地亮 DF,4 實好礼忠 DF,6 山口智 DF,13 安田理大 DF,17 明神智和 MF,27 橋本英郎 MF,7 遠藤保仁 MF,10 二川孝広 MF,9 マグノアウベス FW,18 バレー FW
10034,8 栗原圭介 FW,19 近藤祐介 FW,13 大久保嘉人 MF,10 ボッティ MF,18 田中英雄 MF,7 朴康造 MF,15 内山俊彦 DF,5 河本裕之 DF,6 エメルソントーメ DF,4 北本久仁衛 DF,1 榎本達也 GK,2,1,30 岡本昌弘 GK,3 斎藤大輔 DF,5 ストヤノフ DF,40 ジョルジェビッチ DF,37 朴宗真 MF,6 下村東美 MF,7 佐藤勇人 MF,16 山岸智 MF,20 工藤浩平 MF,22 羽生直剛 MF,18 巻誠一郎 FW
10035,9 中山雅史 FW,7 太田吉彰 FW,10 成岡翔 MF,6 マルキーニョスパラナ MF,25 ファブリシオ MF,8 菊地直哉 MF,14 村井慎二 DF,4 大井健太郎 DF,2 鈴木秀人 DF,15 加賀健一 DF,1 川口能活 GK,1,0,1 榎本哲也 GK,7 田中隼磨 DF,30 栗原勇蔵 DF,22 中澤佑二 DF,26 田中裕介 DF,14 狩野健太 MF,10 山瀬功治 MF,35 河合竜二 MF,32 山瀬幸宏 MF,15 大島秀夫 FW,11 坂田大輔 FW
10036,10 フランサ FW,11 阿部吉朗 FW,24 平山智規 MF,18 山根巌 MF,4 アルセウ MF,14 佐藤由紀彦 MF,7 大谷秀和 DF,3 近藤直也 DF,5 古賀正紘 DF,23 蔵川洋平 DF,21 南雄太 GK,0,2,23 都築龍太 GK,2 坪井慶介 DF,4 田中マルクス闘莉王 DF,22 阿部勇樹 DF,13 鈴木啓太 MF,17 長谷部誠 MF,8 小野伸二 MF,6 山田暢久 MF,10 ポンテ MF,9 永井雄一郎 FW,21 ワシントン FW
10037,10 ジュニーニョ FW,9 我那覇和樹 FW,11 マギヌン MF,26 村上和弘 MF,29 谷口博之 MF,14 中村憲剛 MF,19 森勇介 MF,2 伊藤宏樹 DF,13 寺田周平 DF,5 箕輪義信 DF,1 川島永嗣 GK,2,1,21 西部洋平 GK,25 市川大祐 DF,24 平岡康裕 DF,4 高木和道 DF,2 児玉新 DF,10 藤本淳吾 MF,7 伊東輝悦 MF,13 兵働昭弘 MF,23 岡崎慎司 MF,17 フェルナンジーニョ FW,18 チョジェジン FW
10038,13 高松大樹 FW,8 松橋章太 FW,33 藤田義明 MF,30 山崎雅人 MF,28 プラチニ MF,20 高橋大輔 MF,7 西山哲平 MF,22 上本大海 DF,4 深谷友基 DF,2 三木隆司 DF,16 下川誠吾 GK,0,0,22 塩田仁史 GK,25 徳永悠平 DF,6 今野泰幸 DF,8 藤山竜仁 DF,17 金沢浄 DF,7 浅利悟 MF,37 福西崇史 MF,27 栗澤僚一 MF,14 馬場憂太 FW,18 石川直宏 FW,9 ルーカス FW
10039,10 ワンチョペ FW,9 ルーカス FW,18 石川直宏 FW,27 栗澤僚一 MF,37 福西崇史 MF,7 浅利悟 MF,17 金沢浄 DF,8 藤山竜仁 DF,6 今野泰幸 DF,25 徳永悠平 DF,22 塩田仁史 GK,1,0,21 菅野孝憲 GK,4 和田拓三 DF,30 小村徳男 DF,26 太田宏介 DF,18 小野智吉 DF,11 三浦知良 MF,6 山口素弘 MF,24 根占真伍 MF,12 滝澤邦彦 MF,16 藪田光教 FW,19 難波宏明 FW
10040,21 ワシントン FW,9 永井雄一郎 FW,10 ポンテ MF,6 山田暢久 MF,8 小野伸二 MF,17 長谷部誠 MF,13 鈴木啓太 MF,22 阿部勇樹 DF,2 坪井慶介 DF,20 堀之内聖 DF,23 都築龍太 GK,1,2,1 川島永嗣 GK,5 箕輪義信 DF,13 寺田周平 DF,2 伊藤宏樹 DF,26 村上和弘 MF,14 中村憲剛 MF,29 谷口博之 MF,11 マギヌン MF,9 我那覇和樹 FW,10 ジュニーニョ FW,7 黒津勝 FW
10041,18 巻誠一郎 FW,22 羽生直剛 MF,20 工藤浩平 MF,16 山岸智 MF,7 佐藤勇人 MF,6 下村東美 MF,8 水野晃樹 MF,4 水本裕貴 DF,5 ストヤノフ DF,40 ジョルジェビッチ DF,1 立石智紀 GK,1,0,1 荒谷弘樹 GK,22 田中輝和 DF,2 奥野誠一郎 DF,5 冨田大介 DF,4 波戸康広 DF,15 斉藤雅人 MF,32 小林慶行 MF,6 片岡洋介 MF,18 西村卓朗 FW,17 橋本早十 FW,27 サーレス FW
10042,19 杉本恵太 FW,9 ヨンセン FW,7 中村直志 FW,8 金正友 MF,10 藤田俊哉 MF,13 山口慶 MF,24 本田圭佑 DF,16 増川隆洋 DF,5 米山篤志 DF,4 大森征之 DF,21 櫛野亮 GK,2,0,1 榎本達也 GK,4 北本久仁衛 DF,6 エメルソントーメ DF,5 河本裕之 DF,15 内山俊彦 DF,7 朴康造 MF,18 田中英雄 MF,36 遠藤彰弘 MF,13 大久保嘉人 MF,19 近藤祐介 FW,8 栗原圭介 FW
10043,8 茂原岳人 FW,9 須藤大輔 FW,25 鈴木健太 FW,7 石原克哉 MF,10 藤田健 MF,31 林健太郎 MF,5 井上雄幾 DF,3 津田琢磨 DF,15 増嶋竜也 DF,4 山本英臣 DF,1 阿部謙作 GK,3,2,21 南雄太 GK,2 小林亮 DF,5 古賀正紘 DF,3 近藤直也 DF,26 石川直樹 DF,23 蔵川洋平 MF,7 大谷秀和 MF,4 アルセウ MF,24 平山智規 MF,28 谷澤達也 FW,10 フランサ FW
10044,18 チョジェジン FW,17 フェルナンジーニョ FW,16 枝村匠馬 MF,10 藤本淳吾 MF,7 伊東輝悦 MF,13 兵働昭弘 MF,2 児玉新 DF,4 高木和道 DF,26 青山直晃 DF,25 市川大祐 DF,21 西部洋平 GK,1,2,21 曽ヶ端準 GK,2 内田篤人 DF,3 岩政大樹 DF,15 青木剛 DF,7 新井場徹 DF,16 中後雅喜 MF,8 野沢拓也 MF,10 本山雅志 MF,11 ダニーロ MF,18 マルキーニョス FW,13 柳沢敦 FW
10045,10 ウェズレイ FW,11 佐藤寿人 FW,7 森﨑浩司 MF,27 柏木陽介 MF,17 服部公太 MF,6 青山敏弘 MF,5 駒野友一 MF,4 ダバツ DF,14 戸田和幸 DF,8 森﨑和幸 DF,1 下田崇 GK,0,0,1 北野貴之 GK,17 内田潤 DF,5 千代反田充 DF,6 永田充 DF,14 坂本將貴 DF,15 本間勲 MF,16 寺川能人 MF,27 マルシオリシャルデス MF,23 田中亜土夢 MF,10 エジミウソン FW,11 矢野貴章 FW
10046,11 坂田大輔 FW,15 大島秀夫 FW,32 山瀬幸宏 MF,10 山瀬功治 MF,35 河合竜二 MF,17 吉田孝行 MF,13 小宮山尊信 DF,22 中澤佑二 DF,30 栗原勇蔵 DF,7 田中隼磨 DF,1 榎本哲也 GK,5,0,1 西川周作 GK,2 三木隆司 DF,4 深谷友基 DF,22 上本大海 DF,5 ジュニオールマラニョン MF,17 根本裕一 MF,20 高橋大輔 MF,25 金崎夢生 MF,33 藤田義明 MF,8 松橋章太 FW,13 高松大樹 FW
10047,18 バレー FW,9 マグノアウベス FW,10 二川孝広 MF,7 遠藤保仁 MF,27 橋本英郎 MF,17 明神智和 MF,13 安田理大 DF,6 山口智 DF,5 シジクレイ DF,21 加地亮 DF,22 藤ヶ谷陽介 GK,5,2,1 川口能活 GK,15 加賀健一 DF,2 鈴木秀人 DF,4 大井健太郎 DF,27 上田康太 DF,8 菊地直哉 MF,25 ファブリシオ MF,6 マルキーニョスパラナ MF,10 成岡翔 MF,7 太田吉彰 FW,9 中山雅史 FW
10048,16 藪田光教 FW,9 久保竜彦 FW,11 三浦知良 MF,24 根占真伍 MF,6 山口素弘 MF,14 奥大介 MF,18 小野智吉 DF,26 太田宏介 DF,30 小村徳男 DF,4 和田拓三 DF,21 菅野孝憲 GK,1,1,21 西部洋平 GK,25 市川大祐 DF,26 青山直晃 DF,4 高木和道 DF,2 児玉新 DF,13 兵働昭弘 MF,7 伊東輝悦 MF,10 藤本淳吾 MF,17 フェルナンジーニョ MF,23 岡崎慎司 FW,18 チョジェジン FW
10049,13 高松大樹 FW,10 アウグスト FW,33 藤田義明 MF,25 金崎夢生 MF,20 高橋大輔 MF,17 根本裕一 MF,6 梅田高志 MF,22 上本大海 DF,4 深谷友基 DF,2 三木隆司 DF,1 西川周作 GK,0,4,22 藤ヶ谷陽介 GK,21 加地亮 DF,5 シジクレイ DF,6 山口智 DF,13 安田理大 DF,17 明神智和 MF,27 橋本英郎 MF,7 遠藤保仁 MF,10 二川孝広 MF,9 マグノアウベス FW,18 バレー FW
10050,9 吉原宏太 FW,27 サーレス MF,11 藤本主税 MF,8 小林大悟 MF,32 小林慶行 MF,6 片岡洋介 MF,4 波戸康広 DF,5 冨田大介 DF,3 レアンドロ DF,18 西村卓朗 DF,1 荒谷弘樹 GK,1,2,1 阿部謙作 GK,4 山本英臣 DF,3 津田琢磨 DF,15 増嶋竜也 DF,5 井上雄幾 DF,31 林健太郎 MF,10 藤田健 MF,7 石原克哉 MF,25 鈴木健太 FW,9 須藤大輔 FW,8 茂原岳人 FW
